,Cases,City,CityCode,Country,CountryCode,Date,Lat,Lon,Province,Status,Daily_cases,Daily_count
242,57994,,,Singapore,SG,2020-10-29T00:00:00Z,1.35,103.82,,confirmed,57987.0,7.0
243,58003,,,Singapore,SG,2020-10-30T00:00:00Z,1.35,103.82,,confirmed,57994.0,9.0
244,58015,,,Singapore,SG,2020-10-31T00:00:00Z,1.35,103.82,,confirmed,58003.0,12.0
245,58019,,,Singapore,SG,2020-11-01T00:00:00Z,1.35,103.82,,confirmed,58015.0,4.0
246,58020,,,Singapore,SG,2020-11-02T00:00:00Z,1.35,103.82,,confirmed,58019.0,1.0
247,58029,,,Singapore,SG,2020-11-03T00:00:00Z,1.35,103.82,,confirmed,58020.0,9.0
248,58036,,,Singapore,SG,2020-11-04T00:00:00Z,1.35,103.82,,confirmed,58029.0,7.0
249,58043,,,Singapore,SG,2020-11-05T00:00:00Z,1.35,103.82,,confirmed,58036.0,7.0
250,58047,,,Singapore,SG,2020-11-06T00:00:00Z,1.35,103.82,,confirmed,58043.0,4.0
251,58054,,,Singapore,SG,2020-11-07T00:00:00Z,1.35,103.82,,confirmed,58047.0,7.0
252,58056,,,Singapore,SG,2020-11-08T00:00:00Z,1.35,103.82,,confirmed,58054.0,2.0
253,58064,,,Singapore,SG,2020-11-09T00:00:00Z,1.35,103.82,,confirmed,58056.0,8.0
254,58073,,,Singapore,SG,2020-11-10T00:00:00Z,1.35,103.82,,confirmed,58064.0,9.0
255,58091,,,Singapore,SG,2020-11-11T00:00:00Z,1.35,103.82,,confirmed,58073.0,18.0
256,58102,,,Singapore,SG,2020-11-12T00:00:00Z,1.35,103.82,,confirmed,58091.0,11.0
257,58114,,,Singapore,SG,2020-11-13T00:00:00Z,1.35,103.82,,confirmed,58102.0,12.0
258,58116,,,Singapore,SG,2020-11-14T00:00:00Z,1.35,103.82,,confirmed,58114.0,2.0
259,58119,,,Singapore,SG,2020-11-15T00:00:00Z,1.35,103.82,,confirmed,58116.0,3.0
260,58124,,,Singapore,SG,2020-11-16T00:00:00Z,1.35,103.82,,confirmed,58119.0,5.0
261,58130,,,Singapore,SG,2020-11-17T00:00:00Z,1.35,103.82,,confirmed,58124.0,6.0
262,58135,,,Singapore,SG,2020-11-18T00:00:00Z,1.35,103.82,,confirmed,58130.0,5.0
263,58139,,,Singapore,SG,2020-11-19T00:00:00Z,1.35,103.82,,confirmed,58135.0,4.0
264,58143,,,Singapore,SG,2020-11-20T00:00:00Z,1.35,103.82,,confirmed,58139.0,4.0
265,58148,,,Singapore,SG,2020-11-21T00:00:00Z,1.35,103.82,,confirmed,58143.0,5.0
266,58160,,,Singapore,SG,2020-11-22T00:00:00Z,1.35,103.82,,confirmed,58148.0,12.0
267,58165,,,Singapore,SG,2020-11-23T00:00:00Z,1.35,103.82,,confirmed,58160.0,5.0
268,58183,,,Singapore,SG,2020-11-24T00:00:00Z,1.35,103.82,,confirmed,58165.0,18.0
269,58190,,,Singapore,SG,2020-11-25T00:00:00Z,1.35,103.82,,confirmed,58183.0,7.0
270,58195,,,Singapore,SG,2020-11-26T00:00:00Z,1.35,103.82,,confirmed,58190.0,5.0
271,58199,,,Singapore,SG,2020-11-27T00:00:00Z,1.35,103.82,,confirmed,58195.0,4.0
272,58205,,,Singapore,SG,2020-11-28T00:00:00Z,1.35,103.82,,confirmed,58199.0,6.0
273,58213,,,Singapore,SG,2020-11-29T00:00:00Z,1.35,103.82,,confirmed,58205.0,8.0
274,58218,,,Singapore,SG,2020-11-30T00:00:00Z,1.35,103.82,,confirmed,58213.0,5.0
275,58228,,,Singapore,SG,2020-12-01T00:00:00Z,1.35,103.82,,confirmed,58218.0,10.0
276,58230,,,Singapore,SG,2020-12-02T00:00:00Z,1.35,103.82,,confirmed,58228.0,2.0
277,58239,,,Singapore,SG,2020-12-03T00:00:00Z,1.35,103.82,,confirmed,58230.0,9.0
278,58242,,,Singapore,SG,2020-12-04T00:00:00Z,1.35,103.82,,confirmed,58239.0,3.0
279,58255,,,Singapore,SG,2020-12-05T00:00:00Z,1.35,103.82,,confirmed,58242.0,13.0
280,58260,,,Singapore,SG,2020-12-06T00:00:00Z,1.35,103.82,,confirmed,58255.0,5.0
281,58273,,,Singapore,SG,2020-12-07T00:00:00Z,1.35,103.82,,confirmed,58260.0,13.0
282,58285,,,Singapore,SG,2020-12-08T00:00:00Z,1.35,103.82,,confirmed,58273.0,12.0
283,58291,,,Singapore,SG,2020-12-09T00:00:00Z,1.35,103.82,,confirmed,58285.0,6.0
284,58297,,,Singapore,SG,2020-12-10T00:00:00Z,1.35,103.82,,confirmed,58291.0,6.0
285,58305,,,Singapore,SG,2020-12-11T00:00:00Z,1.35,103.82,,confirmed,58297.0,8.0
286,58313,,,Singapore,SG,2020-12-12T00:00:00Z,1.35,103.82,,confirmed,58305.0,8.0
287,58320,,,Singapore,SG,2020-12-13T00:00:00Z,1.35,103.82,,confirmed,58313.0,7.0
288,58325,,,Singapore,SG,2020-12-14T00:00:00Z,1.35,103.82,,confirmed,58320.0,5.0
289,58341,,,Singapore,SG,2020-12-15T00:00:00Z,1.35,103.82,,confirmed,58325.0,16.0
290,58353,,,Singapore,SG,2020-12-16T00:00:00Z,1.35,103.82,,confirmed,58341.0,12.0
291,58377,,,Singapore,SG,2020-12-17T00:00:00Z,1.35,103.82,,confirmed,58353.0,24.0
292,58386,,,Singapore,SG,2020-12-18T00:00:00Z,1.35,103.82,,confirmed,58377.0,9.0
293,58403,,,Singapore,SG,2020-12-19T00:00:00Z,1.35,103.82,,confirmed,58386.0,17.0
294,58422,,,Singapore,SG,2020-12-20T00:00:00Z,1.35,103.82,,confirmed,58403.0,19.0
295,58432,,,Singapore,SG,2020-12-21T00:00:00Z,1.35,103.82,,confirmed,58422.0,10.0
296,58461,,,Singapore,SG,2020-12-22T00:00:00Z,1.35,103.82,,confirmed,58432.0,29.0
297,58482,,,Singapore,SG,2020-12-23T00:00:00Z,1.35,103.82,,confirmed,58461.0,21.0
298,58495,,,Singapore,SG,2020-12-24T00:00:00Z,1.35,103.82,,confirmed,58482.0,13.0
299,58509,,,Singapore,SG,2020-12-25T00:00:00Z,1.35,103.82,,confirmed,58495.0,14.0
300,58519,,,Singapore,SG,2020-12-26T00:00:00Z,1.35,103.82,,confirmed,58509.0,10.0
301,58524,,,Singapore,SG,2020-12-27T00:00:00Z,1.35,103.82,,confirmed,58519.0,5.0
302,58529,,,Singapore,SG,2020-12-28T00:00:00Z,1.35,103.82,,confirmed,58524.0,5.0
303,58542,,,Singapore,SG,2020-12-29T00:00:00Z,1.35,103.82,,confirmed,58529.0,13.0
304,58569,,,Singapore,SG,2020-12-30T00:00:00Z,1.35,103.82,,confirmed,58542.0,27.0
305,58599,,,Singapore,SG,2020-12-31T00:00:00Z,1.35,103.82,,confirmed,58569.0,30.0
306,58629,,,Singapore,SG,2021-01-01T00:00:00Z,1.35,103.82,,confirmed,58599.0,30.0
307,58662,,,Singapore,SG,2021-01-02T00:00:00Z,1.35,103.82,,confirmed,58629.0,33.0
308,58697,,,Singapore,SG,2021-01-03T00:00:00Z,1.35,103.82,,confirmed,58662.0,35.0
309,58721,,,Singapore,SG,2021-01-04T00:00:00Z,1.35,103.82,,confirmed,58697.0,24.0
310,58749,,,Singapore,SG,2021-01-05T00:00:00Z,1.35,103.82,,confirmed,58721.0,28.0
311,58780,,,Singapore,SG,2021-01-06T00:00:00Z,1.35,103.82,,confirmed,58749.0,31.0
312,58813,,,Singapore,SG,2021-01-07T00:00:00Z,1.35,103.82,,confirmed,58780.0,33.0
313,58836,,,Singapore,SG,2021-01-08T00:00:00Z,1.35,103.82,,confirmed,58813.0,23.0
314,58865,,,Singapore,SG,2021-01-09T00:00:00Z,1.35,103.82,,confirmed,58836.0,29.0
315,58907,,,Singapore,SG,2021-01-10T00:00:00Z,1.35,103.82,,confirmed,58865.0,42.0
316,58929,,,Singapore,SG,2021-01-11T00:00:00Z,1.35,103.82,,confirmed,58907.0,22.0
317,58946,,,Singapore,SG,2021-01-12T00:00:00Z,1.35,103.82,,confirmed,58929.0,17.0
318,58984,,,Singapore,SG,2021-01-13T00:00:00Z,1.35,103.82,,confirmed,58946.0,38.0
319,59029,,,Singapore,SG,2021-01-14T00:00:00Z,1.35,103.82,,confirmed,58984.0,45.0
320,59059,,,Singapore,SG,2021-01-15T00:00:00Z,1.35,103.82,,confirmed,59029.0,30.0
321,59083,,,Singapore,SG,2021-01-16T00:00:00Z,1.35,103.82,,confirmed,59059.0,24.0
322,59113,,,Singapore,SG,2021-01-17T00:00:00Z,1.35,103.82,,confirmed,59083.0,30.0
323,59127,,,Singapore,SG,2021-01-18T00:00:00Z,1.35,103.82,,confirmed,59113.0,14.0
324,59157,,,Singapore,SG,2021-01-19T00:00:00Z,1.35,103.82,,confirmed,59127.0,30.0
325,59197,,,Singapore,SG,2021-01-20T00:00:00Z,1.35,103.82,,confirmed,59157.0,40.0
326,59235,,,Singapore,SG,2021-01-21T00:00:00Z,1.35,103.82,,confirmed,59197.0,38.0
327,59250,,,Singapore,SG,2021-01-22T00:00:00Z,1.35,103.82,,confirmed,59235.0,15.0
328,59260,,,Singapore,SG,2021-01-23T00:00:00Z,1.35,103.82,,confirmed,59250.0,10.0
329,59308,,,Singapore,SG,2021-01-24T00:00:00Z,1.35,103.82,,confirmed,59260.0,48.0
330,59352,,,Singapore,SG,2021-01-25T00:00:00Z,1.35,103.82,,confirmed,59308.0,44.0
331,59366,,,Singapore,SG,2021-01-26T00:00:00Z,1.35,103.82,,confirmed,59352.0,14.0
332,59391,,,Singapore,SG,2021-01-27T00:00:00Z,1.35,103.82,,confirmed,59366.0,25.0
333,59425,,,Singapore,SG,2021-01-28T00:00:00Z,1.35,103.82,,confirmed,59391.0,34.0
334,59449,,,Singapore,SG,2021-01-29T00:00:00Z,1.35,103.82,,confirmed,59425.0,24.0
335,59507,,,Singapore,SG,2021-01-30T00:00:00Z,1.35,103.82,,confirmed,59449.0,58.0
336,59536,,,Singapore,SG,2021-01-31T00:00:00Z,1.35,103.82,,confirmed,59507.0,29.0
337,59565,,,Singapore,SG,2021-02-01T00:00:00Z,1.35,103.82,,confirmed,59536.0,29.0
338,59584,,,Singapore,SG,2021-02-02T00:00:00Z,1.35,103.82,,confirmed,59565.0,19.0
339,59602,,,Singapore,SG,2021-02-03T00:00:00Z,1.35,103.82,,confirmed,59584.0,18.0
340,59624,,,Singapore,SG,2021-02-04T00:00:00Z,1.35,103.82,,confirmed,59602.0,22.0
341,59649,,,Singapore,SG,2021-02-05T00:00:00Z,1.35,103.82,,confirmed,59624.0,25.0
342,59675,,,Singapore,SG,2021-02-06T00:00:00Z,1.35,103.82,,confirmed,59649.0,26.0
343,59699,,,Singapore,SG,2021-02-07T00:00:00Z,1.35,103.82,,confirmed,59675.0,24.0
344,59721,,,Singapore,SG,2021-02-08T00:00:00Z,1.35,103.82,,confirmed,59699.0,22.0
345,59732,,,Singapore,SG,2021-02-09T00:00:00Z,1.35,103.82,,confirmed,59721.0,11.0
346,59747,,,Singapore,SG,2021-02-10T00:00:00Z,1.35,103.82,,confirmed,59732.0,15.0
347,59759,,,Singapore,SG,2021-02-11T00:00:00Z,1.35,103.82,,confirmed,59747.0,12.0
348,59777,,,Singapore,SG,2021-02-12T00:00:00Z,1.35,103.82,,confirmed,59759.0,18.0
349,59786,,,Singapore,SG,2021-02-13T00:00:00Z,1.35,103.82,,confirmed,59777.0,9.0
350,59800,,,Singapore,SG,2021-02-14T00:00:00Z,1.35,103.82,,confirmed,59786.0,14.0
351,59809,,,Singapore,SG,2021-02-15T00:00:00Z,1.35,103.82,,confirmed,59800.0,9.0
352,59810,,,Singapore,SG,2021-02-16T00:00:00Z,1.35,103.82,,confirmed,59809.0,1.0
353,59821,,,Singapore,SG,2021-02-17T00:00:00Z,1.35,103.82,,confirmed,59810.0,11.0
354,59832,,,Singapore,SG,2021-02-18T00:00:00Z,1.35,103.82,,confirmed,59821.0,11.0
355,59846,,,Singapore,SG,2021-02-19T00:00:00Z,1.35,103.82,,confirmed,59832.0,14.0
356,59858,,,Singapore,SG,2021-02-20T00:00:00Z,1.35,103.82,,confirmed,59846.0,12.0
357,59869,,,Singapore,SG,2021-02-21T00:00:00Z,1.35,103.82,,confirmed,59858.0,11.0
358,59879,,,Singapore,SG,2021-02-22T00:00:00Z,1.35,103.82,,confirmed,59869.0,10.0
359,59883,,,Singapore,SG,2021-02-23T00:00:00Z,1.35,103.82,,confirmed,59879.0,4.0
360,59890,,,Singapore,SG,2021-02-24T00:00:00Z,1.35,103.82,,confirmed,59883.0,7.0
361,59900,,,Singapore,SG,2021-02-25T00:00:00Z,1.35,103.82,,confirmed,59890.0,10.0
362,59913,,,Singapore,SG,2021-02-26T00:00:00Z,1.35,103.82,,confirmed,59900.0,13.0
363,59925,,,Singapore,SG,2021-02-27T00:00:00Z,1.35,103.82,,confirmed,59913.0,12.0
364,59936,,,Singapore,SG,2021-02-28T00:00:00Z,1.35,103.82,,confirmed,59925.0,11.0
365,59948,,,Singapore,SG,2021-03-01T00:00:00Z,1.35,103.82,,confirmed,59936.0,12.0
366,59956,,,Singapore,SG,2021-03-02T00:00:00Z,1.35,103.82,,confirmed,59948.0,8.0
367,59979,,,Singapore,SG,2021-03-03T00:00:00Z,1.35,103.82,,confirmed,59956.0,23.0
368,59998,,,Singapore,SG,2021-03-04T00:00:00Z,1.35,103.82,,confirmed,59979.0,19.0
369,60007,,,Singapore,SG,2021-03-05T00:00:00Z,1.35,103.82,,confirmed,59998.0,9.0
370,60020,,,Singapore,SG,2021-03-06T00:00:00Z,1.35,103.82,,confirmed,60007.0,13.0
371,60033,,,Singapore,SG,2021-03-07T00:00:00Z,1.35,103.82,,confirmed,60020.0,13.0
372,60046,,,Singapore,SG,2021-03-08T00:00:00Z,1.35,103.82,,confirmed,60033.0,13.0
373,60052,,,Singapore,SG,2021-03-09T00:00:00Z,1.35,103.82,,confirmed,60046.0,6.0
374,60062,,,Singapore,SG,2021-03-10T00:00:00Z,1.35,103.82,,confirmed,60052.0,10.0
375,60070,,,Singapore,SG,2021-03-11T00:00:00Z,1.35,103.82,,confirmed,60062.0,8.0
376,60080,,,Singapore,SG,2021-03-12T00:00:00Z,1.35,103.82,,confirmed,60070.0,10.0
377,60088,,,Singapore,SG,2021-03-13T00:00:00Z,1.35,103.82,,confirmed,60080.0,8.0
378,60105,,,Singapore,SG,2021-03-14T00:00:00Z,1.35,103.82,,confirmed,60088.0,17.0
379,60117,,,Singapore,SG,2021-03-15T00:00:00Z,1.35,103.82,,confirmed,60105.0,12.0
380,60128,,,Singapore,SG,2021-03-16T00:00:00Z,1.35,103.82,,confirmed,60117.0,11.0
381,60137,,,Singapore,SG,2021-03-17T00:00:00Z,1.35,103.82,,confirmed,60128.0,9.0
382,60152,,,Singapore,SG,2021-03-18T00:00:00Z,1.35,103.82,,confirmed,60137.0,15.0
383,60167,,,Singapore,SG,2021-03-19T00:00:00Z,1.35,103.82,,confirmed,60152.0,15.0
384,60184,,,Singapore,SG,2021-03-20T00:00:00Z,1.35,103.82,,confirmed,60167.0,17.0
385,60196,,,Singapore,SG,2021-03-21T00:00:00Z,1.35,103.82,,confirmed,60184.0,12.0
386,60208,,,Singapore,SG,2021-03-22T00:00:00Z,1.35,103.82,,confirmed,60196.0,12.0
387,60221,,,Singapore,SG,2021-03-23T00:00:00Z,1.35,103.82,,confirmed,60208.0,13.0
388,60236,,,Singapore,SG,2021-03-24T00:00:00Z,1.35,103.82,,confirmed,60221.0,15.0
389,60253,,,Singapore,SG,2021-03-25T00:00:00Z,1.35,103.82,,confirmed,60236.0,17.0
390,60265,,,Singapore,SG,2021-03-26T00:00:00Z,1.35,103.82,,confirmed,60253.0,12.0
391,60288,,,Singapore,SG,2021-03-27T00:00:00Z,1.35,103.82,,confirmed,60265.0,23.0
392,60300,,,Singapore,SG,2021-03-28T00:00:00Z,1.35,103.82,,confirmed,60288.0,12.0
393,60321,,,Singapore,SG,2021-03-29T00:00:00Z,1.35,103.82,,confirmed,60300.0,21.0
394,60347,,,Singapore,SG,2021-03-30T00:00:00Z,1.35,103.82,,confirmed,60321.0,26.0
395,60381,,,Singapore,SG,2021-03-31T00:00:00Z,1.35,103.82,,confirmed,60347.0,34.0
396,60407,,,Singapore,SG,2021-04-01T00:00:00Z,1.35,103.82,,confirmed,60381.0,26.0
397,60450,,,Singapore,SG,2021-04-02T00:00:00Z,1.35,103.82,,confirmed,60407.0,43.0
398,60468,,,Singapore,SG,2021-04-03T00:00:00Z,1.35,103.82,,confirmed,60450.0,18.0
399,60478,,,Singapore,SG,2021-04-04T00:00:00Z,1.35,103.82,,confirmed,60468.0,10.0
400,60495,,,Singapore,SG,2021-04-05T00:00:00Z,1.35,103.82,,confirmed,60478.0,17.0
401,60519,,,Singapore,SG,2021-04-06T00:00:00Z,1.35,103.82,,confirmed,60495.0,24.0
402,60554,,,Singapore,SG,2021-04-07T00:00:00Z,1.35,103.82,,confirmed,60519.0,35.0
403,60575,,,Singapore,SG,2021-04-08T00:00:00Z,1.35,103.82,,confirmed,60554.0,21.0
404,60601,,,Singapore,SG,2021-04-09T00:00:00Z,1.35,103.82,,confirmed,60575.0,26.0
405,60633,,,Singapore,SG,2021-04-10T00:00:00Z,1.35,103.82,,confirmed,60601.0,32.0
406,60653,,,Singapore,SG,2021-04-11T00:00:00Z,1.35,103.82,,confirmed,60633.0,20.0
407,60678,,,Singapore,SG,2021-04-12T00:00:00Z,1.35,103.82,,confirmed,60653.0,25.0
408,60692,,,Singapore,SG,2021-04-13T00:00:00Z,1.35,103.82,,confirmed,60678.0,14.0
409,60719,,,Singapore,SG,2021-04-14T00:00:00Z,1.35,103.82,,confirmed,60692.0,27.0
410,60735,,,Singapore,SG,2021-04-15T00:00:00Z,1.35,103.82,,confirmed,60719.0,16.0
411,60769,,,Singapore,SG,2021-04-16T00:00:00Z,1.35,103.82,,confirmed,60735.0,34.0
412,60808,,,Singapore,SG,2021-04-17T00:00:00Z,1.35,103.82,,confirmed,60769.0,39.0
413,60831,,,Singapore,SG,2021-04-18T00:00:00Z,1.35,103.82,,confirmed,60808.0,23.0
414,60851,,,Singapore,SG,2021-04-19T00:00:00Z,1.35,103.82,,confirmed,60831.0,20.0
415,60865,,,Singapore,SG,2021-04-20T00:00:00Z,1.35,103.82,,confirmed,60851.0,14.0
416,60880,,,Singapore,SG,2021-04-21T00:00:00Z,1.35,103.82,,confirmed,60865.0,15.0
417,60904,,,Singapore,SG,2021-04-22T00:00:00Z,1.35,103.82,,confirmed,60880.0,24.0
418,60943,,,Singapore,SG,2021-04-23T00:00:00Z,1.35,103.82,,confirmed,60904.0,39.0
419,60966,,,Singapore,SG,2021-04-24T00:00:00Z,1.35,103.82,,confirmed,60943.0,23.0
420,61006,,,Singapore,SG,2021-04-25T00:00:00Z,1.35,103.82,,confirmed,60966.0,40.0
421,61051,,,Singapore,SG,2021-04-26T00:00:00Z,1.35,103.82,,confirmed,61006.0,45.0
422,61063,,,Singapore,SG,2021-04-27T00:00:00Z,1.35,103.82,,confirmed,61051.0,12.0
423,61086,,,Singapore,SG,2021-04-28T00:00:00Z,1.35,103.82,,confirmed,61063.0,23.0
424,61121,,,Singapore,SG,2021-04-29T00:00:00Z,1.35,103.82,,confirmed,61086.0,35.0
425,61145,,,Singapore,SG,2021-04-30T00:00:00Z,1.35,103.82,,confirmed,61121.0,24.0
426,61179,,,Singapore,SG,2021-05-01T00:00:00Z,1.35,103.82,,confirmed,61145.0,34.0
427,61218,,,Singapore,SG,2021-05-02T00:00:00Z,1.35,103.82,,confirmed,61179.0,39.0
428,61235,,,Singapore,SG,2021-05-03T00:00:00Z,1.35,103.82,,confirmed,61218.0,17.0
429,61252,,,Singapore,SG,2021-05-04T00:00:00Z,1.35,103.82,,confirmed,61235.0,17.0
430,61268,,,Singapore,SG,2021-05-05T00:00:00Z,1.35,103.82,,confirmed,61252.0,16.0
431,61286,,,Singapore,SG,2021-05-06T00:00:00Z,1.35,103.82,,confirmed,61268.0,18.0
432,61311,,,Singapore,SG,2021-05-07T00:00:00Z,1.35,103.82,,confirmed,61286.0,25.0
433,61331,,,Singapore,SG,2021-05-08T00:00:00Z,1.35,103.82,,confirmed,61311.0,20.0
434,61359,,,Singapore,SG,2021-05-09T00:00:00Z,1.35,103.82,,confirmed,61331.0,28.0
435,61378,,,Singapore,SG,2021-05-10T00:00:00Z,1.35,103.82,,confirmed,61359.0,19.0
436,61403,,,Singapore,SG,2021-05-11T00:00:00Z,1.35,103.82,,confirmed,61378.0,25.0
437,61419,,,Singapore,SG,2021-05-12T00:00:00Z,1.35,103.82,,confirmed,61403.0,16.0
438,61453,,,Singapore,SG,2021-05-13T00:00:00Z,1.35,103.82,,confirmed,61419.0,34.0
439,61505,,,Singapore,SG,2021-05-14T00:00:00Z,1.35,103.82,,confirmed,61453.0,52.0
440,61536,,,Singapore,SG,2021-05-15T00:00:00Z,1.35,103.82,,confirmed,61505.0,31.0
441,61585,,,Singapore,SG,2021-05-16T00:00:00Z,1.35,103.82,,confirmed,61536.0,49.0
442,61613,,,Singapore,SG,2021-05-17T00:00:00Z,1.35,103.82,,confirmed,61585.0,28.0
443,61651,,,Singapore,SG,2021-05-18T00:00:00Z,1.35,103.82,,confirmed,61613.0,38.0
444,61689,,,Singapore,SG,2021-05-19T00:00:00Z,1.35,103.82,,confirmed,61651.0,38.0
445,61730,,,Singapore,SG,2021-05-20T00:00:00Z,1.35,103.82,,confirmed,61689.0,41.0
446,61770,,,Singapore,SG,2021-05-21T00:00:00Z,1.35,103.82,,confirmed,61730.0,40.0
447,61799,,,Singapore,SG,2021-05-22T00:00:00Z,1.35,103.82,,confirmed,61770.0,29.0
448,61824,,,Singapore,SG,2021-05-23T00:00:00Z,1.35,103.82,,confirmed,61799.0,25.0
449,61860,,,Singapore,SG,2021-05-24T00:00:00Z,1.35,103.82,,confirmed,61824.0,36.0
450,61890,,,Singapore,SG,2021-05-25T00:00:00Z,1.35,103.82,,confirmed,61860.0,30.0
451,61916,,,Singapore,SG,2021-05-26T00:00:00Z,1.35,103.82,,confirmed,61890.0,26.0
452,61940,,,Singapore,SG,2021-05-27T00:00:00Z,1.35,103.82,,confirmed,61916.0,24.0
453,61970,,,Singapore,SG,2021-05-28T00:00:00Z,1.35,103.82,,confirmed,61940.0,30.0
454,62003,,,Singapore,SG,2021-05-29T00:00:00Z,1.35,103.82,,confirmed,61970.0,33.0
455,62028,,,Singapore,SG,2021-05-30T00:00:00Z,1.35,103.82,,confirmed,62003.0,25.0
456,62051,,,Singapore,SG,2021-05-31T00:00:00Z,1.35,103.82,,confirmed,62028.0,23.0
457,62069,,,Singapore,SG,2021-06-01T00:00:00Z,1.35,103.82,,confirmed,62051.0,18.0
458,62100,,,Singapore,SG,2021-06-02T00:00:00Z,1.35,103.82,,confirmed,62069.0,31.0
459,62145,,,Singapore,SG,2021-06-03T00:00:00Z,1.35,103.82,,confirmed,62100.0,45.0
460,62158,,,Singapore,SG,2021-06-04T00:00:00Z,1.35,103.82,,confirmed,62145.0,13.0
461,62176,,,Singapore,SG,2021-06-05T00:00:00Z,1.35,103.82,,confirmed,62158.0,18.0
462,62196,,,Singapore,SG,2021-06-06T00:00:00Z,1.35,103.82,,confirmed,62176.0,20.0
463,62210,,,Singapore,SG,2021-06-07T00:00:00Z,1.35,103.82,,confirmed,62196.0,14.0
464,62219,,,Singapore,SG,2021-06-08T00:00:00Z,1.35,103.82,,confirmed,62210.0,9.0
465,62223,,,Singapore,SG,2021-06-09T00:00:00Z,1.35,103.82,,confirmed,62219.0,4.0
466,62236,,,Singapore,SG,2021-06-10T00:00:00Z,1.35,103.82,,confirmed,62223.0,13.0
467,62245,,,Singapore,SG,2021-06-11T00:00:00Z,1.35,103.82,,confirmed,62236.0,9.0
468,62263,,,Singapore,SG,2021-06-12T00:00:00Z,1.35,103.82,,confirmed,62245.0,18.0
469,62276,,,Singapore,SG,2021-06-13T00:00:00Z,1.35,103.82,,confirmed,62263.0,13.0
470,62301,,,Singapore,SG,2021-06-14T00:00:00Z,1.35,103.82,,confirmed,62276.0,25.0
471,62315,,,Singapore,SG,2021-06-15T00:00:00Z,1.35,103.82,,confirmed,62301.0,14.0
472,62339,,,Singapore,SG,2021-06-16T00:00:00Z,1.35,103.82,,confirmed,62315.0,24.0
473,62366,,,Singapore,SG,2021-06-17T00:00:00Z,1.35,103.82,,confirmed,62339.0,27.0
474,62382,,,Singapore,SG,2021-06-18T00:00:00Z,1.35,103.82,,confirmed,62366.0,16.0
475,62403,,,Singapore,SG,2021-06-19T00:00:00Z,1.35,103.82,,confirmed,62382.0,21.0
476,62414,,,Singapore,SG,2021-06-20T00:00:00Z,1.35,103.82,,confirmed,62403.0,11.0
477,62430,,,Singapore,SG,2021-06-21T00:00:00Z,1.35,103.82,,confirmed,62414.0,16.0
478,62448,,,Singapore,SG,2021-06-22T00:00:00Z,1.35,103.82,,confirmed,62430.0,18.0
479,62470,,,Singapore,SG,2021-06-23T00:00:00Z,1.35,103.82,,confirmed,62448.0,22.0
480,62493,,,Singapore,SG,2021-06-24T00:00:00Z,1.35,103.82,,confirmed,62470.0,23.0
481,62513,,,Singapore,SG,2021-06-25T00:00:00Z,1.35,103.82,,confirmed,62493.0,20.0
482,62530,,,Singapore,SG,2021-06-26T00:00:00Z,1.35,103.82,,confirmed,62513.0,17.0
483,62544,,,Singapore,SG,2021-06-27T00:00:00Z,1.35,103.82,,confirmed,62530.0,14.0
