,Cases,City,CityCode,Country,CountryCode,Date,Lat,Lon,Province,Status,Daily_cases,Daily_count
718,533425,,,Singapore,SG,2022-02-17T00:00:00Z,1.35,103.82,,confirmed,514880.0,18545.0
719,551519,,,Singapore,SG,2022-02-18T00:00:00Z,1.35,103.82,,confirmed,533425.0,18094.0
720,576355,,,Singapore,SG,2022-02-19T00:00:00Z,1.35,103.82,,confirmed,551519.0,24836.0
721,582638,,,Singapore,SG,2022-02-20T00:00:00Z,1.35,103.82,,confirmed,576355.0,6283.0
722,596261,,,Singapore,SG,2022-02-21T00:00:00Z,1.35,103.82,,confirmed,582638.0,13623.0
723,622293,,,Singapore,SG,2022-02-22T00:00:00Z,1.35,103.82,,confirmed,596261.0,26032.0
724,642605,,,Singapore,SG,2022-02-23T00:00:00Z,1.35,103.82,,confirmed,622293.0,20312.0
725,661198,,,Singapore,SG,2022-02-24T00:00:00Z,1.35,103.82,,confirmed,642605.0,18593.0
726,679795,,,Singapore,SG,2022-02-25T00:00:00Z,1.35,103.82,,confirmed,661198.0,18597.0
727,696652,,,Singapore,SG,2022-02-26T00:00:00Z,1.35,103.82,,confirmed,679795.0,16857.0
728,710880,,,Singapore,SG,2022-02-27T00:00:00Z,1.35,103.82,,confirmed,696652.0,14228.0
729,724424,,,Singapore,SG,2022-02-28T00:00:00Z,1.35,103.82,,confirmed,710880.0,13544.0
730,748504,,,Singapore,SG,2022-03-01T00:00:00Z,1.35,103.82,,confirmed,724424.0,24080.0
731,767663,,,Singapore,SG,2022-03-02T00:00:00Z,1.35,103.82,,confirmed,748504.0,19159.0
732,785825,,,Singapore,SG,2022-03-03T00:00:00Z,1.35,103.82,,confirmed,767663.0,18162.0
733,803389,,,Singapore,SG,2022-03-04T00:00:00Z,1.35,103.82,,confirmed,785825.0,17564.0
734,819663,,,Singapore,SG,2022-03-05T00:00:00Z,1.35,103.82,,confirmed,803389.0,16274.0
735,832821,,,Singapore,SG,2022-03-06T00:00:00Z,1.35,103.82,,confirmed,819663.0,13158.0
736,846341,,,Singapore,SG,2022-03-07T00:00:00Z,1.35,103.82,,confirmed,832821.0,13520.0
737,846341,,,Singapore,SG,2022-03-08T00:00:00Z,1.35,103.82,,confirmed,846341.0,0.0
738,885593,,,Singapore,SG,2022-03-09T00:00:00Z,1.35,103.82,,confirmed,846341.0,39252.0
739,901758,,,Singapore,SG,2022-03-10T00:00:00Z,1.35,103.82,,confirmed,885593.0,16165.0
740,917103,,,Singapore,SG,2022-03-11T00:00:00Z,1.35,103.82,,confirmed,901758.0,15345.0
741,929735,,,Singapore,SG,2022-03-12T00:00:00Z,1.35,103.82,,confirmed,917103.0,12632.0
742,939436,,,Singapore,SG,2022-03-13T00:00:00Z,1.35,103.82,,confirmed,929735.0,9701.0
743,948478,,,Singapore,SG,2022-03-14T00:00:00Z,1.35,103.82,,confirmed,939436.0,9042.0
744,964329,,,Singapore,SG,2022-03-15T00:00:00Z,1.35,103.82,,confirmed,948478.0,15851.0
745,975607,,,Singapore,SG,2022-03-16T00:00:00Z,1.35,103.82,,confirmed,964329.0,11278.0
746,986320,,,Singapore,SG,2022-03-17T00:00:00Z,1.35,103.82,,confirmed,975607.0,10713.0
747,996914,,,Singapore,SG,2022-03-18T00:00:00Z,1.35,103.82,,confirmed,986320.0,10594.0
748,1007158,,,Singapore,SG,2022-03-19T00:00:00Z,1.35,103.82,,confirmed,996914.0,10244.0
749,1015017,,,Singapore,SG,2022-03-20T00:00:00Z,1.35,103.82,,confirmed,1007158.0,7859.0
750,1022555,,,Singapore,SG,2022-03-21T00:00:00Z,1.35,103.82,,confirmed,1015017.0,7538.0
751,1035721,,,Singapore,SG,2022-03-22T00:00:00Z,1.35,103.82,,confirmed,1022555.0,13166.0
752,1044661,,,Singapore,SG,2022-03-23T00:00:00Z,1.35,103.82,,confirmed,1035721.0,8940.0
753,1053139,,,Singapore,SG,2022-03-24T00:00:00Z,1.35,103.82,,confirmed,1044661.0,8478.0
754,1060723,,,Singapore,SG,2022-03-25T00:00:00Z,1.35,103.82,,confirmed,1053139.0,7584.0
755,1067157,,,Singapore,SG,2022-03-26T00:00:00Z,1.35,103.82,,confirmed,1060723.0,6434.0
756,1067157,,,Singapore,SG,2022-03-27T00:00:00Z,1.35,103.82,,confirmed,1067157.0,0.0
757,1072005,,,Singapore,SG,2022-03-28T00:00:00Z,1.35,103.82,,confirmed,1067157.0,4848.0
758,1085094,,,Singapore,SG,2022-03-29T00:00:00Z,1.35,103.82,,confirmed,1072005.0,13089.0
759,1090823,,,Singapore,SG,2022-03-30T00:00:00Z,1.35,103.82,,confirmed,1085094.0,5729.0
760,1096428,,,Singapore,SG,2022-03-31T00:00:00Z,1.35,103.82,,confirmed,1090823.0,5605.0
761,1101438,,,Singapore,SG,2022-04-01T00:00:00Z,1.35,103.82,,confirmed,1096428.0,5010.0
762,1106001,,,Singapore,SG,2022-04-02T00:00:00Z,1.35,103.82,,confirmed,1101438.0,4563.0
763,1109744,,,Singapore,SG,2022-04-03T00:00:00Z,1.35,103.82,,confirmed,1106001.0,3743.0
764,1109744,,,Singapore,SG,2022-04-04T00:00:00Z,1.35,103.82,,confirmed,1109744.0,0.0
765,1119419,,,Singapore,SG,2022-04-05T00:00:00Z,1.35,103.82,,confirmed,1109744.0,9675.0
766,1123886,,,Singapore,SG,2022-04-06T00:00:00Z,1.35,103.82,,confirmed,1119419.0,4467.0
767,1128155,,,Singapore,SG,2022-04-07T00:00:00Z,1.35,103.82,,confirmed,1123886.0,4269.0
768,1132169,,,Singapore,SG,2022-04-08T00:00:00Z,1.35,103.82,,confirmed,1128155.0,4014.0
769,1135428,,,Singapore,SG,2022-04-09T00:00:00Z,1.35,103.82,,confirmed,1132169.0,3259.0
770,1138001,,,Singapore,SG,2022-04-10T00:00:00Z,1.35,103.82,,confirmed,1135428.0,2573.0
771,1140569,,,Singapore,SG,2022-04-11T00:00:00Z,1.35,103.82,,confirmed,1138001.0,2568.0
772,1145121,,,Singapore,SG,2022-04-12T00:00:00Z,1.35,103.82,,confirmed,1140569.0,4552.0
773,1148656,,,Singapore,SG,2022-04-13T00:00:00Z,1.35,103.82,,confirmed,1145121.0,3535.0
774,1152177,,,Singapore,SG,2022-04-14T00:00:00Z,1.35,103.82,,confirmed,1148656.0,3521.0
775,1155581,,,Singapore,SG,2022-04-15T00:00:00Z,1.35,103.82,,confirmed,1152177.0,3404.0
776,1157251,,,Singapore,SG,2022-04-16T00:00:00Z,1.35,103.82,,confirmed,1155581.0,1670.0
777,1160300,,,Singapore,SG,2022-04-17T00:00:00Z,1.35,103.82,,confirmed,1157251.0,3049.0
778,1162780,,,Singapore,SG,2022-04-18T00:00:00Z,1.35,103.82,,confirmed,1160300.0,2480.0
779,1167498,,,Singapore,SG,2022-04-19T00:00:00Z,1.35,103.82,,confirmed,1162780.0,4718.0
780,1170970,,,Singapore,SG,2022-04-20T00:00:00Z,1.35,103.82,,confirmed,1167498.0,3472.0
781,1174390,,,Singapore,SG,2022-04-21T00:00:00Z,1.35,103.82,,confirmed,1170970.0,3420.0
782,1177415,,,Singapore,SG,2022-04-22T00:00:00Z,1.35,103.82,,confirmed,1174390.0,3025.0
783,1180124,,,Singapore,SG,2022-04-23T00:00:00Z,1.35,103.82,,confirmed,1177415.0,2709.0
784,1182168,,,Singapore,SG,2022-04-24T00:00:00Z,1.35,103.82,,confirmed,1180124.0,2044.0
785,1184226,,,Singapore,SG,2022-04-25T00:00:00Z,1.35,103.82,,confirmed,1182168.0,2058.0
786,1187914,,,Singapore,SG,2022-04-26T00:00:00Z,1.35,103.82,,confirmed,1184226.0,3688.0
787,1187914,,,Singapore,SG,2022-04-27T00:00:00Z,1.35,103.82,,confirmed,1187914.0,0.0
788,1187914,,,Singapore,SG,2022-04-28T00:00:00Z,1.35,103.82,,confirmed,1187914.0,0.0
789,1193250,,,Singapore,SG,2022-04-29T00:00:00Z,1.35,103.82,,confirmed,1187914.0,5336.0
790,1193250,,,Singapore,SG,2022-04-30T00:00:00Z,1.35,103.82,,confirmed,1193250.0,0.0
791,1193250,,,Singapore,SG,2022-05-01T00:00:00Z,1.35,103.82,,confirmed,1193250.0,0.0
792,1200976,,,Singapore,SG,2022-05-02T00:00:00Z,1.35,103.82,,confirmed,1193250.0,7726.0
793,1202546,,,Singapore,SG,2022-05-03T00:00:00Z,1.35,103.82,,confirmed,1200976.0,1570.0
794,1202546,,,Singapore,SG,2022-05-04T00:00:00Z,1.35,103.82,,confirmed,1202546.0,0.0
795,1208917,,,Singapore,SG,2022-05-05T00:00:00Z,1.35,103.82,,confirmed,1202546.0,6371.0
796,1212337,,,Singapore,SG,2022-05-06T00:00:00Z,1.35,103.82,,confirmed,1208917.0,3420.0
797,1215499,,,Singapore,SG,2022-05-07T00:00:00Z,1.35,103.82,,confirmed,1212337.0,3162.0
798,1217922,,,Singapore,SG,2022-05-08T00:00:00Z,1.35,103.82,,confirmed,1215499.0,2423.0
799,1220193,,,Singapore,SG,2022-05-09T00:00:00Z,1.35,103.82,,confirmed,1217922.0,2271.0
800,1225024,,,Singapore,SG,2022-05-10T00:00:00Z,1.35,103.82,,confirmed,1220193.0,4831.0
801,1228914,,,Singapore,SG,2022-05-11T00:00:00Z,1.35,103.82,,confirmed,1225024.0,3890.0
802,1232559,,,Singapore,SG,2022-05-12T00:00:00Z,1.35,103.82,,confirmed,1228914.0,3645.0
803,1236850,,,Singapore,SG,2022-05-13T00:00:00Z,1.35,103.82,,confirmed,1232559.0,4291.0
804,1240233,,,Singapore,SG,2022-05-14T00:00:00Z,1.35,103.82,,confirmed,1236850.0,3383.0
805,1242884,,,Singapore,SG,2022-05-15T00:00:00Z,1.35,103.82,,confirmed,1240233.0,2651.0
806,1245007,,,Singapore,SG,2022-05-16T00:00:00Z,1.35,103.82,,confirmed,1242884.0,2123.0
807,1247671,,,Singapore,SG,2022-05-17T00:00:00Z,1.35,103.82,,confirmed,1245007.0,2664.0
808,1254113,,,Singapore,SG,2022-05-18T00:00:00Z,1.35,103.82,,confirmed,1247671.0,6442.0
809,1258691,,,Singapore,SG,2022-05-19T00:00:00Z,1.35,103.82,,confirmed,1254113.0,4578.0
810,1263033,,,Singapore,SG,2022-05-20T00:00:00Z,1.35,103.82,,confirmed,1258691.0,4342.0
811,1266808,,,Singapore,SG,2022-05-21T00:00:00Z,1.35,103.82,,confirmed,1263033.0,3775.0
812,1269635,,,Singapore,SG,2022-05-22T00:00:00Z,1.35,103.82,,confirmed,1266808.0,2827.0
813,1272386,,,Singapore,SG,2022-05-23T00:00:00Z,1.35,103.82,,confirmed,1269635.0,2751.0
814,1278113,,,Singapore,SG,2022-05-24T00:00:00Z,1.35,103.82,,confirmed,1272386.0,5727.0
815,1282280,,,Singapore,SG,2022-05-25T00:00:00Z,1.35,103.82,,confirmed,1278113.0,4167.0
816,1286216,,,Singapore,SG,2022-05-26T00:00:00Z,1.35,103.82,,confirmed,1282280.0,3936.0
817,1290046,,,Singapore,SG,2022-05-27T00:00:00Z,1.35,103.82,,confirmed,1286216.0,3830.0
818,1293369,,,Singapore,SG,2022-05-28T00:00:00Z,1.35,103.82,,confirmed,1290046.0,3323.0
819,1295920,,,Singapore,SG,2022-05-29T00:00:00Z,1.35,103.82,,confirmed,1293369.0,2551.0
820,1298309,,,Singapore,SG,2022-05-30T00:00:00Z,1.35,103.82,,confirmed,1295920.0,2389.0
821,1303294,,,Singapore,SG,2022-05-31T00:00:00Z,1.35,103.82,,confirmed,1298309.0,4985.0
822,1306871,,,Singapore,SG,2022-06-01T00:00:00Z,1.35,103.82,,confirmed,1303294.0,3577.0
823,1310616,,,Singapore,SG,2022-06-02T00:00:00Z,1.35,103.82,,confirmed,1306871.0,3745.0
824,1313849,,,Singapore,SG,2022-06-03T00:00:00Z,1.35,103.82,,confirmed,1310616.0,3233.0
825,1316728,,,Singapore,SG,2022-06-04T00:00:00Z,1.35,103.82,,confirmed,1313849.0,2879.0
826,1318984,,,Singapore,SG,2022-06-05T00:00:00Z,1.35,103.82,,confirmed,1316728.0,2256.0
827,1321146,,,Singapore,SG,2022-06-06T00:00:00Z,1.35,103.82,,confirmed,1318984.0,2162.0
828,1325623,,,Singapore,SG,2022-06-07T00:00:00Z,1.35,103.82,,confirmed,1321146.0,4477.0
829,1329225,,,Singapore,SG,2022-06-08T00:00:00Z,1.35,103.82,,confirmed,1325623.0,3602.0
830,1332656,,,Singapore,SG,2022-06-09T00:00:00Z,1.35,103.82,,confirmed,1329225.0,3431.0
831,1335625,,,Singapore,SG,2022-06-10T00:00:00Z,1.35,103.82,,confirmed,1332656.0,2969.0
832,1338753,,,Singapore,SG,2022-06-11T00:00:00Z,1.35,103.82,,confirmed,1335625.0,3128.0
833,1341256,,,Singapore,SG,2022-06-12T00:00:00Z,1.35,103.82,,confirmed,1338753.0,2503.0
834,1343645,,,Singapore,SG,2022-06-13T00:00:00Z,1.35,103.82,,confirmed,1341256.0,2389.0
835,1348775,,,Singapore,SG,2022-06-14T00:00:00Z,1.35,103.82,,confirmed,1343645.0,5130.0
836,1352681,,,Singapore,SG,2022-06-15T00:00:00Z,1.35,103.82,,confirmed,1348775.0,3906.0
837,1355801,,,Singapore,SG,2022-06-16T00:00:00Z,1.35,103.82,,confirmed,1352681.0,3120.0
838,1360780,,,Singapore,SG,2022-06-17T00:00:00Z,1.35,103.82,,confirmed,1355801.0,4979.0
839,1364562,,,Singapore,SG,2022-06-18T00:00:00Z,1.35,103.82,,confirmed,1360780.0,3782.0
840,1367761,,,Singapore,SG,2022-06-19T00:00:00Z,1.35,103.82,,confirmed,1364562.0,3199.0
841,1370981,,,Singapore,SG,2022-06-20T00:00:00Z,1.35,103.82,,confirmed,1367761.0,3220.0
842,1378090,,,Singapore,SG,2022-06-21T00:00:00Z,1.35,103.82,,confirmed,1370981.0,7109.0
843,1383952,,,Singapore,SG,2022-06-22T00:00:00Z,1.35,103.82,,confirmed,1378090.0,5862.0
844,1390558,,,Singapore,SG,2022-06-23T00:00:00Z,1.35,103.82,,confirmed,1383952.0,6606.0
845,1397074,,,Singapore,SG,2022-06-24T00:00:00Z,1.35,103.82,,confirmed,1390558.0,6516.0
846,1403242,,,Singapore,SG,2022-06-25T00:00:00Z,1.35,103.82,,confirmed,1397074.0,6168.0
847,1408358,,,Singapore,SG,2022-06-26T00:00:00Z,1.35,103.82,,confirmed,1403242.0,5116.0
848,1413667,,,Singapore,SG,2022-06-27T00:00:00Z,1.35,103.82,,confirmed,1408358.0,5309.0
849,1425171,,,Singapore,SG,2022-06-28T00:00:00Z,1.35,103.82,,confirmed,1413667.0,11504.0
850,1434563,,,Singapore,SG,2022-06-29T00:00:00Z,1.35,103.82,,confirmed,1425171.0,9392.0
851,1444068,,,Singapore,SG,2022-06-30T00:00:00Z,1.35,103.82,,confirmed,1434563.0,9505.0
852,1453155,,,Singapore,SG,2022-07-01T00:00:00Z,1.35,103.82,,confirmed,1444068.0,9087.0
853,1461107,,,Singapore,SG,2022-07-02T00:00:00Z,1.35,103.82,,confirmed,1453155.0,7952.0
854,1467234,,,Singapore,SG,2022-07-03T00:00:00Z,1.35,103.82,,confirmed,1461107.0,6127.0
855,1473180,,,Singapore,SG,2022-07-04T00:00:00Z,1.35,103.82,,confirmed,1467234.0,5946.0
856,1485964,,,Singapore,SG,2022-07-05T00:00:00Z,1.35,103.82,,confirmed,1473180.0,12784.0
857,1495953,,,Singapore,SG,2022-07-06T00:00:00Z,1.35,103.82,,confirmed,1485964.0,9989.0
858,1505938,,,Singapore,SG,2022-07-07T00:00:00Z,1.35,103.82,,confirmed,1495953.0,9985.0
859,1515222,,,Singapore,SG,2022-07-08T00:00:00Z,1.35,103.82,,confirmed,1505938.0,9284.0
860,1523881,,,Singapore,SG,2022-07-09T00:00:00Z,1.35,103.82,,confirmed,1515222.0,8659.0
861,1530304,,,Singapore,SG,2022-07-10T00:00:00Z,1.35,103.82,,confirmed,1523881.0,6423.0
862,1534799,,,Singapore,SG,2022-07-11T00:00:00Z,1.35,103.82,,confirmed,1530304.0,4495.0
863,1540778,,,Singapore,SG,2022-07-12T00:00:00Z,1.35,103.82,,confirmed,1534799.0,5979.0
864,1557648,,,Singapore,SG,2022-07-13T00:00:00Z,1.35,103.82,,confirmed,1540778.0,16870.0
865,1569420,,,Singapore,SG,2022-07-14T00:00:00Z,1.35,103.82,,confirmed,1557648.0,11772.0
866,1579946,,,Singapore,SG,2022-07-15T00:00:00Z,1.35,103.82,,confirmed,1569420.0,10526.0
867,1589099,,,Singapore,SG,2022-07-16T00:00:00Z,1.35,103.82,,confirmed,1579946.0,9153.0
868,1596046,,,Singapore,SG,2022-07-17T00:00:00Z,1.35,103.82,,confirmed,1589099.0,6947.0
869,1602273,,,Singapore,SG,2022-07-18T00:00:00Z,1.35,103.82,,confirmed,1596046.0,6227.0
870,1616067,,,Singapore,SG,2022-07-19T00:00:00Z,1.35,103.82,,confirmed,1602273.0,13794.0
871,1626360,,,Singapore,SG,2022-07-20T00:00:00Z,1.35,103.82,,confirmed,1616067.0,10293.0
872,1636109,,,Singapore,SG,2022-07-21T00:00:00Z,1.35,103.82,,confirmed,1626360.0,9749.0
873,1645092,,,Singapore,SG,2022-07-22T00:00:00Z,1.35,103.82,,confirmed,1636109.0,8983.0
874,1652981,,,Singapore,SG,2022-07-23T00:00:00Z,1.35,103.82,,confirmed,1645092.0,7889.0
875,1659156,,,Singapore,SG,2022-07-24T00:00:00Z,1.35,103.82,,confirmed,1652981.0,6175.0
876,1664707,,,Singapore,SG,2022-07-25T00:00:00Z,1.35,103.82,,confirmed,1659156.0,5551.0
877,1677126,,,Singapore,SG,2022-07-26T00:00:00Z,1.35,103.82,,confirmed,1664707.0,12419.0
878,1685889,,,Singapore,SG,2022-07-27T00:00:00Z,1.35,103.82,,confirmed,1677126.0,8763.0
879,1694454,,,Singapore,SG,2022-07-28T00:00:00Z,1.35,103.82,,confirmed,1685889.0,8565.0
880,1702392,,,Singapore,SG,2022-07-29T00:00:00Z,1.35,103.82,,confirmed,1694454.0,7938.0
881,1708950,,,Singapore,SG,2022-07-30T00:00:00Z,1.35,103.82,,confirmed,1702392.0,6558.0
882,1714056,,,Singapore,SG,2022-07-31T00:00:00Z,1.35,103.82,,confirmed,1708950.0,5106.0
883,1718765,,,Singapore,SG,2022-08-01T00:00:00Z,1.35,103.82,,confirmed,1714056.0,4709.0
884,1728995,,,Singapore,SG,2022-08-02T00:00:00Z,1.35,103.82,,confirmed,1718765.0,10230.0
885,1728995,,,Singapore,SG,2022-08-03T00:00:00Z,1.35,103.82,,confirmed,1728995.0,0.0
886,1742874,,,Singapore,SG,2022-08-04T00:00:00Z,1.35,103.82,,confirmed,1728995.0,13879.0
887,1749144,,,Singapore,SG,2022-08-05T00:00:00Z,1.35,103.82,,confirmed,1742874.0,6270.0
888,1754777,,,Singapore,SG,2022-08-06T00:00:00Z,1.35,103.82,,confirmed,1749144.0,5633.0
889,1759575,,,Singapore,SG,2022-08-07T00:00:00Z,1.35,103.82,,confirmed,1754777.0,4798.0
890,1763116,,,Singapore,SG,2022-08-08T00:00:00Z,1.35,103.82,,confirmed,1759575.0,3541.0
891,1771081,,,Singapore,SG,2022-08-09T00:00:00Z,1.35,103.82,,confirmed,1763116.0,7965.0
892,1773386,,,Singapore,SG,2022-08-10T00:00:00Z,1.35,103.82,,confirmed,1771081.0,2305.0
893,1773386,,,Singapore,SG,2022-08-11T00:00:00Z,1.35,103.82,,confirmed,1773386.0,0.0
894,1786643,,,Singapore,SG,2022-08-12T00:00:00Z,1.35,103.82,,confirmed,1773386.0,13257.0
895,1791046,,,Singapore,SG,2022-08-13T00:00:00Z,1.35,103.82,,confirmed,1786643.0,4403.0
896,1794069,,,Singapore,SG,2022-08-14T00:00:00Z,1.35,103.82,,confirmed,1791046.0,3023.0
897,1794069,,,Singapore,SG,2022-08-15T00:00:00Z,1.35,103.82,,confirmed,1794069.0,0.0
898,1801936,,,Singapore,SG,2022-08-16T00:00:00Z,1.35,103.82,,confirmed,1794069.0,7867.0
899,1805698,,,Singapore,SG,2022-08-17T00:00:00Z,1.35,103.82,,confirmed,1801936.0,3762.0
900,1809251,,,Singapore,SG,2022-08-18T00:00:00Z,1.35,103.82,,confirmed,1805698.0,3553.0
901,1812255,,,Singapore,SG,2022-08-19T00:00:00Z,1.35,103.82,,confirmed,1809251.0,3004.0
902,1814915,,,Singapore,SG,2022-08-20T00:00:00Z,1.35,103.82,,confirmed,1812255.0,2660.0
903,1816866,,,Singapore,SG,2022-08-21T00:00:00Z,1.35,103.82,,confirmed,1814915.0,1951.0
904,1818560,,,Singapore,SG,2022-08-22T00:00:00Z,1.35,103.82,,confirmed,1816866.0,1694.0
905,1822187,,,Singapore,SG,2022-08-23T00:00:00Z,1.35,103.82,,confirmed,1818560.0,3627.0
906,1824832,,,Singapore,SG,2022-08-24T00:00:00Z,1.35,103.82,,confirmed,1822187.0,2645.0
907,1827229,,,Singapore,SG,2022-08-25T00:00:00Z,1.35,103.82,,confirmed,1824832.0,2397.0
908,1829361,,,Singapore,SG,2022-08-26T00:00:00Z,1.35,103.82,,confirmed,1827229.0,2132.0
909,1831332,,,Singapore,SG,2022-08-27T00:00:00Z,1.35,103.82,,confirmed,1829361.0,1971.0
910,1832780,,,Singapore,SG,2022-08-28T00:00:00Z,1.35,103.82,,confirmed,1831332.0,1448.0
911,1834190,,,Singapore,SG,2022-08-29T00:00:00Z,1.35,103.82,,confirmed,1832780.0,1410.0
912,1837090,,,Singapore,SG,2022-08-30T00:00:00Z,1.35,103.82,,confirmed,1834190.0,2900.0
913,1839244,,,Singapore,SG,2022-08-31T00:00:00Z,1.35,103.82,,confirmed,1837090.0,2154.0
914,1841288,,,Singapore,SG,2022-09-01T00:00:00Z,1.35,103.82,,confirmed,1839244.0,2044.0
915,1843236,,,Singapore,SG,2022-09-02T00:00:00Z,1.35,103.82,,confirmed,1841288.0,1948.0
916,1844785,,,Singapore,SG,2022-09-03T00:00:00Z,1.35,103.82,,confirmed,1843236.0,1549.0
917,1846094,,,Singapore,SG,2022-09-04T00:00:00Z,1.35,103.82,,confirmed,1844785.0,1309.0
918,1847270,,,Singapore,SG,2022-09-05T00:00:00Z,1.35,103.82,,confirmed,1846094.0,1176.0
919,1850015,,,Singapore,SG,2022-09-06T00:00:00Z,1.35,103.82,,confirmed,1847270.0,2745.0
920,1852286,,,Singapore,SG,2022-09-07T00:00:00Z,1.35,103.82,,confirmed,1850015.0,2271.0
921,1854455,,,Singapore,SG,2022-09-08T00:00:00Z,1.35,103.82,,confirmed,1852286.0,2169.0
922,1856673,,,Singapore,SG,2022-09-09T00:00:00Z,1.35,103.82,,confirmed,1854455.0,2218.0
923,1858497,,,Singapore,SG,2022-09-10T00:00:00Z,1.35,103.82,,confirmed,1856673.0,1824.0
924,1859937,,,Singapore,SG,2022-09-11T00:00:00Z,1.35,103.82,,confirmed,1858497.0,1440.0
925,1861390,,,Singapore,SG,2022-09-12T00:00:00Z,1.35,103.82,,confirmed,1859937.0,1453.0
926,1864742,,,Singapore,SG,2022-09-13T00:00:00Z,1.35,103.82,,confirmed,1861390.0,3352.0
927,1867168,,,Singapore,SG,2022-09-14T00:00:00Z,1.35,103.82,,confirmed,1864742.0,2426.0
928,1869591,,,Singapore,SG,2022-09-15T00:00:00Z,1.35,103.82,,confirmed,1867168.0,2423.0
929,1871900,,,Singapore,SG,2022-09-16T00:00:00Z,1.35,103.82,,confirmed,1869591.0,2309.0
930,1873747,,,Singapore,SG,2022-09-17T00:00:00Z,1.35,103.82,,confirmed,1871900.0,1847.0
931,1875275,,,Singapore,SG,2022-09-18T00:00:00Z,1.35,103.82,,confirmed,1873747.0,1528.0
932,1876584,,,Singapore,SG,2022-09-19T00:00:00Z,1.35,103.82,,confirmed,1875275.0,1309.0
933,1879806,,,Singapore,SG,2022-09-20T00:00:00Z,1.35,103.82,,confirmed,1876584.0,3222.0
934,1882314,,,Singapore,SG,2022-09-21T00:00:00Z,1.35,103.82,,confirmed,1879806.0,2508.0
935,1884859,,,Singapore,SG,2022-09-22T00:00:00Z,1.35,103.82,,confirmed,1882314.0,2545.0
936,1887202,,,Singapore,SG,2022-09-23T00:00:00Z,1.35,103.82,,confirmed,1884859.0,2343.0
937,1889544,,,Singapore,SG,2022-09-24T00:00:00Z,1.35,103.82,,confirmed,1887202.0,2342.0
938,1891341,,,Singapore,SG,2022-09-25T00:00:00Z,1.35,103.82,,confirmed,1889544.0,1797.0
939,1892947,,,Singapore,SG,2022-09-26T00:00:00Z,1.35,103.82,,confirmed,1891341.0,1606.0
940,1897307,,,Singapore,SG,2022-09-27T00:00:00Z,1.35,103.82,,confirmed,1892947.0,4360.0
941,1900761,,,Singapore,SG,2022-09-28T00:00:00Z,1.35,103.82,,confirmed,1897307.0,3454.0
942,1904192,,,Singapore,SG,2022-09-29T00:00:00Z,1.35,103.82,,confirmed,1900761.0,3431.0
943,1907907,,,Singapore,SG,2022-09-30T00:00:00Z,1.35,103.82,,confirmed,1904192.0,3715.0
944,1911417,,,Singapore,SG,2022-10-01T00:00:00Z,1.35,103.82,,confirmed,1907907.0,3510.0
